100円ショップ[名]：100日元店
Tシャツ[名]：T恤衫
〜かん, 〜感[接尾]：…感
あんしん, 安心[名·形·动]：安心；放心
あんしん, 安心[形]：安心
あんじ, 暗示[名]：暗示
あんじ, 暗示[名·动]：暗示
あんじる, 案じる[动]：想；思考；担心
あんじる, 案じる[动]：担心
あんずる, 案ずる[动]：担心
あんせい, 安静[名]：安静
あんせい, 安静[形]：安静
あんぜん, 安全[名]：安全
あんぜん, 安全[名·形]：安全
あんぜん, 安全[形]：安全
あんてい, 安定[名]：安定
あんてい, 安定[名·动]：安定；稳定
あんどうももふく, 安藤百福[名]：安藤百福（人名）
あんな[连]：那样的
あんな[连体]：那样的
あんない, 案内[名]：带路；引导；通知
あんない, 案内[名]：带路；指引
あんない, 案内[名]：引导；导游；通知；邀请
あんない, 案内[名·动]：向导；介绍
あんないじょう, 案内状[名]：请帖
あんないやく, 案内役[名]：向导
あんなに[副]：那么
あんなに[副]：那样；那么
あんのじょう, 案の定[副]：果不其然
あんのじょう, 案の定[副]：果然
あんまり[副]：太；(后接否定)不太
あんまり[副·形]：太；过分
あんもく, 暗黙[名]：沉默；默许
あんパン[名]：豆沙面包
あキューせいでん, 阿Q正伝[名]：阿Q正传
い, 意[名]：意思；想法
い, 異[形]：不同
い, 胃[名]：胃
いあつ, 威圧[名]：威压
いあわせる, 居合わせる[动]：正好在场
いい, よい, 良い[形]：好的
いい, 良い[形]：好
いい, 良い[形]：好的；合适的；行；可以
いい, 良い[形]：好；良好；可以
いい[形]：好的
いいあい, 言い合い[名·动]：争吵
いいあう, 言い合う[动]：互相说；争论
いいあらわす, 言い表す[动]：表达
いいえ[感]：不；不是
いいえ[感]：不；不是；没有
いいかえす, 言い返す[动]：顶嘴
いいかえる, 言い換える[动]：换句话说
いいかげん, いい加減[名]：适度；随便
いいかげん, いい加減[形]：敷衍；含糊；适可而止
いいかげん, いい加減[形]：敷衍；马虎；适当
いいかげん, いい加減[形]：适度的；随便的
いいそびれる, 言いそびれる[动]：没能说出口
いいだす, 言い出す[动]：说出口
いいつける, 言いつける[动]：吩咐；告状
いいつける, 言いつける[动]：命令；吩咐；告状
いいつける, 言い付ける[动]：吩咐
いいつたえる, 言い伝える[动]：传达；流传
いいなおす, 言い直す[动]：重说
いいねだん, いい値段[名]：好价钱；昂贵的价钱
いいのこす, 言い残す[动]：留遗言
いいはなつ, 言い放つ[动]：断言；信口开河
いいはる, 言い張る[动]：坚持己见
いいはる, 言い張る[动]：硬说；固执己见
いいぶん, 言い分[名]：主张；意见
いいまちがえる, 言い間違える[动]：说错
いいよどむ, 言いよどむ[动]：吞吞吐吐
いいわけ, 言い訳[名]：借口
いいわけ, 言い訳[名·动]：辩解
いいわたす, 言い渡す[动]：宣告；命令
いいん, 委員[名]：委员
いいんかい, 委員会[名]：委员会
いい（よい）[形]：好的
いう, 言う[动]：说
いう, 言う[动]：说；叫；称
いう, 言う[动]：说；讲；称作
いえ, 家[名]：家；房子
いえ, 家[名]：家；房屋
いえ, 家[名]：房子；家
いえ, 家[名]：房；屋；家；家庭
いえじ, 家路[名]：回家的路
いえで, 家出[名]：离家出走
いえで, 家出[名·动]：离家出走
いおう, 硫黄[名]：硫黄
いか, 以下[名]：以下
いかが, 如何[副]：如何；怎么样
いかが, 如何[副]：怎么样
いかが[副·形]：怎么样；如何
いかく, 威嚇[名·动]：威胁
いかす, 生かす[动]：使…活用
いかす, 生かす[动]：使活着；活用；发挥
いかす, 生かす[动]：使活；有效利用；发挥
いかす, 生かす；活かす[动]：使…活；有效利用
いかなる[连体]：怎样的；任何的
いかに, 如何に[副]：如何的
いかに, 如何に[副]：如何；怎样
いかに, 如何に[副]：如何；怎样；无论怎么也
いかに[副]：怎样；如何
いかにも[副]：的的确确；实在；果然
いかにも[副]：的确；实在；俨然
いかにも[副]：的确；简直
いかにも[副]：简直
いかほど, 如何ほど[副]：多少；多么
いかり, 怒り[名]：愤怒
いかん, 如何[名]：如何
いかん, 遺憾[名·形]：遗憾
いがい, 以外[名]：以外
いがい, 以外[形]：意外
いがい, 意外[形]：意外
いがい, 意外[形]：意外；出人意料
いがいと, 意外と[副]：意外地
いがく, 医学[名]：医学
いき, 息[名]：呼吸；气息
いき, 息[名]：喘气；呼吸
いき, 粋[名·形]：潇洒；帅气
いき, 遺棄[名·动]：遗弃
いきあたりばったり, 行き当たりばったり[名·形]：漫无目的；听天由命
いきいき, 生き生き[副]：生动；活泼；栩栩如生
いきいき, 生き生き[副]：生机勃勃
いきいき, 生き生き[副·动]：生机勃勃
いきいき[副·动]：生气勃勃；生动
いきおい, 勢い[名]：势；势力；气势；趋势
いきおい, 勢い[名]：气势；势力
いきおい, 勢い[名]：气势；趋势
いきかえる, 生き返る[动]：复活
いきかた, 生き方[名]：生存方式
いきがい, 生きがい[名]：生存意义
いきがい, 生き甲斐[名]：生存意义
いきごみ, 意気込み[名]：干劲
いきごむ, 意気込む[动]：干劲十足
いきごむ, 意気込む[动]：干劲十足；兴致勃勃
いきさき, ゆきさき, 行き先[名]：目的地
いきさつ, 経緯[名]：经过；原委
いきすぎる, 行き過ぎる[动]：走过；过分
いきちがい, ゆきちがい, 行き違い[名]：走岔；误会
いきちがい, 行き違い[名]：错过
いきづまる, ゆきづまる, 行き詰る[动]：陷入僵局
いきどおり, 憤り[名]：愤怒
いきどおる, 憤る[动]：愤怒
いきなり[副]：冷不丁
いきなり[副]：突然；冷不防
いきぬき, 息抜き[名·动]：歇口气；放松
いきのこる, 生き残る[动]：幸存
いきもの, 生き物[名]：生物
いきょう, 異郷[名]：异乡
いきる, 生きる[动]：活着
いきる, 生きる[动]：活着；发挥作用
いきる, 生きる[动]：活；生存
いきる, 生きる[动]：活；生存；有生气
いきる, 生ける[动]：使存活；插花
いぎ, 意義[名]：意义
いぎ, 異議[名]：异议
いく, 行く[动]：去
いく, 行く[动]：走；去；往；进行
いくじ, 育児[名]：育儿
いくじきゅうか, 育児休暇[名]：育儿假
いくせい, 育成[名]：培养
いくせい, 育成[名·动]：育成
いくた, 幾多[副]：许多
いくつ, 幾つ[名]：几个；几岁
いくつ[名]：几个；几岁
いくつ[名]：几个；多少；几岁
いくつか[名·副]：若干；几个
いくぶん, 幾分[副]：一部分
いくぶん, 幾分[副]：少许
いくぶん, 幾分[名·副]：几分；少许
いくら, 幾ら[名]：多少钱
いくら[名]：多少钱
いくら[名]：多少钱；多少
いくら…ても，无论…也
いくら～ても，无论…也
いけ, 池[名]：水池；池塘
いけ, 池[名]：池塘
いけ, 池[名]：池；池塘
いけない[形]：不行；不可以；坏；不好
いけない[形]：不行；不好
いけばな, 生け花[名]：插花
いけばな, 生花[名]：插花；插花艺术
いける, 生ける[动]：插(花)；使…有生气
いける, 生ける；活ける[动]：插（花）
いける, 行ける[动]：能去；可以
いけん, 意見[名]：意见
いけん, 意見[名]：意见；见解
いけん, 意見[名·动]：意见
いけん, 異見[名]：异议
いこい, 憩い[名]：休息
いこう, 以降[名]：以后
いこう, 以降[名]：以降
いこう, 意向[名]：意向
いこう, 意向[名]：意向；打算
いこう, 移行[名]：过渡
いご, 以後[名]：今后；将来；以后
いご, 以後[名]：以后
いさぎよい, 潔い[形]：干脆；纯洁
いささか, 些か[副]：一些
いささか[副]：稍微；有点
いさましい, 勇ましい[形]：勇敢的
いさん, 遺産[名]：遗产
いざ[副]：一旦；关键时刻
いざ[感·副]：一旦；关键时刻
いざかや, 居酒屋[名]：（日式）酒馆
いざというとき, いざという時，紧急关头；关键时刻
いし, 医師[名]：医生
いし, 意志[名]：意志
いし, 意志[名]：意志；意向
いし, 意思[名]：意思
いし, 意思[名]：意思；想法
いし, 石[名]：石头
いし, 石[名]：石头；石子
いし, 石[名]：石头；石子；岩石；宝石
いしあたま, 石頭[名]：死脑筋
いしがき, 石垣[名]：石墙
いしき, 意識[名]：意识
いしき, 意識[名]：意识；知觉；自觉
いしけい, 意志形[名]：意志形
いしだたみ, 石畳[名]：石板路
いしばし, 石橋[名]：石桥
いしゃ, 医者[名]：医生
いしゃ, 医者[名]：医生；大夫
いしゅく, 萎縮[名·动]：萎缩
いしょう, 衣装[名]：服装
いしょく, 移植[名·动]：移植
いしょくじゅう, 衣食住[名]：衣食住
いじ, 意地[名]：固执；志气
いじ, 意地[名]：固执；用心
いじ, 意地[名]：心术；用心；固执
いじ, 意地[名]：气质；固执
いじ, 維持[名]：维持
いじする, 維持する[动]：维持
いじめ, 苛め[名]：欺凌
いじめる, 苛める[动]：欺侮；虐待；捉弄
いじめる, 苛める[动]：欺负
いじめる, 苛める[动]：虐待；欺负
いじめる[动]：欺负；虐待
いじゅう, 移住[名]：移居
いじゅう, 移住[名·动]：移居
いじょう, 以上[名]：上述；既然；超过
いじょう, 以上[名]：以上
いじょう, 異常[名]：异常
いじょう, 異常[名]：异常；不正常
いじょう, 異常[形]：异常
いじょう, 異常[形]：异常的
いじょうきしょう, 異常気象[名]：异常气候
いじる, 弄る[动]：摆弄；玩弄
いじる, 弄る[动]：玩弄；摆弄
いじわる, 意地悪[形]：使坏
いじわる, 意地悪[形]：坏心眼；捉弄
いじわる, 意地悪[形]：心眼坏的
いす, 椅子[名]：椅子
いす, 椅子[名]：椅子；职位
いすわる, 居座る[动]：久坐不走；留任
いず, 伊豆[名]：伊豆（地名）
いずみ, 泉[名]：泉
いずみ, 泉[名]：泉水
いずみ, 泉[名]：泉；泉水
いずみ, 泉[名]：泉；泉水；源泉
いずれ, 何れ[副]：迟早；反正；不久
いずれ[代]：哪个；哪一方面
いずれ[副]：哪个
いずれ[名·副]：不久；早晚；反正
いずれにしても，总之；反正
いずれも[副]：全都；无论哪个
いせい, 異性[名]：异性
いせき, 移籍[名·动]：转会；转移户籍
いせき, 遺跡[名]：遗迹
いぜん, 以前[名]：以前
いぜん, 以前[名]：以前；从前
いぜん, 以前[名]：以前；以往
いぜん, 依然[副]：依然
いぜん, 依然[副]：依然；仍然
いそいそ[副·动]：兴高采烈地
いそがしい, 忙しい[形]：忙
いそがしい, 忙しい[形]：忙碌的
いそがしい, 忙しい[形]：忙；忙碌
いそぐ, 急ぐ[动]：急；着急；赶忙
いそぐ, 急ぐ[动]：着急
いそぐ, 急ぐ[动]：着急；赶快
いそぐ, 急ぐ[动]：赶时间
いそん, いぞん, 依存[名·动]：依存；依赖
いぞん, 依存[名]：依赖
いた, 板[名]：板
いた, 板[名]：板；板子
いたい, 痛い[形]：疼
いたい, 痛い[形]：疼痛的
いたい, 痛い[形]：疼的
いたい, 痛い[形]：疼；疼痛；痛苦
いたい, 衣帯[名]：衣带
いたく, 委託[名]：委托
いたく, 委託[名·动]：委托
いたす, 致す[动]：做(谦语)
いたす, 致す[动]：做（する的自谦语）
いたす, 致す[动]：做；办(谦语)
いたずら, 悪戯[名]：恶作剧
いたずら, 悪戯[名]：淘气；恶作剧；玩笑
いたずら, 悪戯[名·形·动]：恶作剧
いたずら, 悪戯[形]：恶作剧；淘气的
いただき, 頂[名]：顶；上部；山巅
いただき, 頂[名]：顶；山顶
いただきます[感]：我开动了
いただく, 頂く[动]：收下(谦语)；吃喝(谦语)
いただく, 頂く[动]：收下；吃喝(谦语)
いただく, 頂く[动]：顶；戴；领受；吃；喝(谦语)
いただく[动]：领受；吃；喝（自谦）
いたって, 至って[副]：极其；非常
いたで, 痛手[名]：重伤；沉重打击
いたばさみ, 板挟み[名]：左右为难
いたましい, 痛ましい[形]：凄惨的；令人痛心的
いたみ, 傷み[名]：损伤；疼痛
いたみ, 痛み[名]：疼痛
いたみ, 痛み[名]：疼；痛；悲痛；损坏
いたみどめ, 痛み止め[名]：止痛药
いたむ, 傷む[动]：损坏；腐烂
いたむ, 悼む[动]：哀悼
いたむ, 痛む, 傷む[动]：疼痛；痛心；损坏
いたむ, 痛む[动]：疼痛；痛苦
いためる, 炒める[动]：炒
いためる, 痛める[动]：弄疼；使痛苦
いたる, 至る[动]：至
いたる, 至る[动]：至；到达
いたる, 至る[动]：至；到；达
