umbrella	 n.: 雨伞
occasion	 n.: 场合；时机
amusing	 adj.: 有趣的；好笑的
experience	 n.: 经验；经历
reply	 v.: 回复
reply	 n.: 回复
language	 n.: 语言
journey	 n.: 旅程
secretary	 n.: 秘书
nervous	 adj.: 紧张的
weak	 adj.: 弱的
interrupt	 v.: 打断
traffic	 n.: 交通
ticket	 n.: 票；罚单
note	 n.: 笔记；纸币
area	 n.: 区域；地区
reminder	 n.: 提醒
obey	 v.: 服从
appear	 v.: 出现
stage	 n.: 舞台
bright	 adj.: 明亮的；聪明的
stocking	 n.: 长袜
sock	 n.: 短袜
pub	 n.: 酒吧
landlord	 n.: 房东；地主
bill	 n.: 账单；钞票
hurry	 v.: 匆忙
ticket office	 n.: 售票处
exclaim	 v.: 惊叫；呼喊
sadly	 adv.: 伤心地
fisherman	 n.: 渔夫
boot	 n.: 靴子
waste	 v.: 浪费
waste	 n.: 浪费；废物
realize	 v.: 意识到
mad	 adj.: 疯狂的；生气的
reason	 n.: 原因；理由
sum	 n.: 总数；金额
determined	 adj.: 坚决的；有决心的
dream	 n.: 梦；梦想
age	 n.: 年龄
channel	 n.: 海峡；频道
complete	 v.: 完成
complete	 adj.: 完整的
modern	 adj.: 现代的
strange	 adj.: 奇怪的
district	 n.: 区域；地区
upset	 adj.: 难过的；心烦的
sympathetic	 adj.: 同情的
complain	 v.: 投诉；抱怨
wicked	 adj.: 邪恶的
contain	 v.: 包含；容纳
honesty	 n.: 诚实
railway	 n.: 铁路
several	 adj.: 几个
foreigner	 n.: 外国人
wonder	 v.: 想知道；好奇
art	 n.: 艺术
critic	 n.: 评论家
paint	 v.: 画画；油漆
pretend	 v.: 假装
pattern	 n.: 图案；模式
curtain	 n.: 窗帘
material	 n.: 材料；布料
appreciate	 v.: 欣赏；感激
notice	 v.: 注意到
whether	 conj.: 是否
hang	 v.: 悬挂
critically	 adv.: 批判地；挑剔地
upside down	 idiom/phrase: 颠倒地
tent	 n.: 帐篷
field	 n.: 田野；领域
smell	 n.: 气味
smell	 v.: 闻
wonderful	 adj.: 精彩的；极好的
campfire	 n.: 篝火
creep	 v.: 爬行；悄悄地走
sleeping bag	 n.: 睡袋
comfortable	 adj.: 舒服的
soundly	 adv.: 香甜地(睡)
leap	 v.: 跳跃
heavily	 adv.: 沉重地；猛烈地
stream	 n.: 小溪
form	 v.: 形成
form	 n.: 表格；形式
wind	 n.: 风
rare	 adj.: 稀有的；罕见的
ancient	 adj.: 古代的
myth	 n.: 神话
trouble	 n.: 麻烦
effect	 n.: 效果；影响
Medusa	 n.: 美杜莎
Gorgon	 n.: 戈耳工
taxi	 n.: 出租车；的士
Pilatus Porter	 n.: 皮拉图斯搬运工飞机
land	 v.: 降落；着陆
land	 n.: 土地
plough	 v.: 犁地
lonely	 adj.: 孤独的；寂寞的
Welsh	 adj.: 威尔士的
roof	 n.: 屋顶
block	 n.: 大楼；街区
flat	 n.: 公寓；单元房
desert	 n.: 沙漠
polo	 n.: 马球
Wayle	 n.: 韦尔
row	 n.: 一排
kick	 v.: 踢
towards	 prep.: 朝向
sight	 n.: 视力；景象
bicycle	 n.: 自行车
save	 v.: 拯救；节省；存钱
workshop	 n.: 工作室；车间
helper	 n.: 帮手
employ	 v.: 雇佣
grandson	 n.: 孙子；外孙
once	 adv.: 一次；曾经
temptation	 n.: 诱惑
article	 n.: 文章；物品
wrap	 v.: 包；裹
simply	 adv.: 简单地；仅仅
arrest	 v.: 逮捕
darkness	 n.: 黑暗
explain	 v.: 解释
coast	 n.: 海岸
storm	 n.: 暴风雨
rock	 n.: 岩石
shore	 n.: 岸边
ahead	 adv.: 在前面
cliff	 n.: 悬崖
struggle	 v.: 挣扎；奋斗
hospital	 n.: 医院
most	 pron.: 大多数
while	 conj.: 当…的时候；然而
regret	 v.: 后悔
far	 adv.: 远
rush	 v.: 冲；匆忙
act	 v.: 行动；表演
straight	 adv.: 直接地；直地
fright	 n.: 惊吓
battered	 adj.: 破旧的；受损的
shortly	 adv.: 不久；很快
afterwards	 adv.: 之后；后来
record	 n.: 记录
strong	 adj.: 强壮的
swimmer	 n.: 游泳者
succeed	 v.: 成功
train	 v.: 训练
anxiously	 adv.: 焦虑地；担忧地
intend	 v.: 打算
solid	 adj.: 固体的；坚固的
Olympic	 adj.: 奥林匹克的
hold	 v.: 举行；持有
government	 n.: 政府
immense	 adj.: 巨大的
stadium	 n.: 体育场
standard	 n.: 标准
capital	 n.: 首都；资本
fantastic	 adj.: 极好的；奇妙的
design	 n.: 设计
design	 v.: 设计
Mediterranean	 n.: 地中海
continually	 adv.: 不断地
bitterly	 adv.: 痛苦地；激烈地
sunshine	 n.: 阳光
operation	 n.: 手术；操作
successful	 adj.: 成功的
following	 adj.: 接下来的
patient	 n.: 病人
patient	 adj.: 有耐心的
alone	 adj.: 单独的
exchange	 n.: 交换
exchange	 v.: 交换
inquire	 v.: 询问
certain	 adj.: 确定的；某个
caller	 n.: 来电者
relative	 n.: 亲戚
hostess	 n.: 女主人
unsmiling	 adj.: 不笑的；严肃的
tight	 adj.: 紧的
fix	 v.: 修理；固定
globe	 n.: 地球仪；全球
despair	 n.: 绝望
rude	 adj.: 无礼的；粗鲁的
mirror	 n.: 镜子
hole	 n.: 洞
remark	 n.: 评论；言论
remind	 v.: 提醒
lighthouse	 n.: 灯塔
musical	 adj.: 音乐的
market	 n.: 市场
snake charmer	 n.: 耍蛇人
pipe	 n.: 管子；笛子
tune	 n.: 曲调
glimpse	 n.: 一瞥
snake	 n.: 蛇
movement	 n.: 动作；移动
continue	 v.: 继续
dance	 v.: 跳舞
obviously	 adv.: 明显地
difference	 n.: 不同；差异
pole	 n.: 杆；极地
flight	 n.: 航班；飞行
explorer	 n.: 探险家
lie	 v.: 躺；说谎
serious	 adj.: 严肃的；严重的
point	 n.: 点；要点
point	 v.: 指向
seem	 v.: 似乎；好像
sack	 n.: 麻袋
clear	 adj.: 清晰的；清楚的
aircraft	 n.: 飞机
endless	 adj.: 无尽的
plain	 n.: 平原
plain	 adj.: 朴素的；简单的
forest	 n.: 森林
risk	 n.: 风险
picnic	 n.: 野餐
edge	 n.: 边缘
strap	 n.: 带子
possession	 n.: 拥有；财产
breath	 n.: 呼吸
content	 n.: 内容；满足
content	 adj.: 满足的
mend	 v.: 修理；修补
clear	 v.: 清除；变清澈
conscience	 n.: 良心
wallet	 n.: 钱包
savings	 n.: 储蓄；存款
villager	 n.: 村民
per cent	 n.: 百分之…
unload	 v.: 卸货
extremely	 adv.: 极其；非常
occur	 v.: 发生
astonish	 v.: 使惊讶
pile	 n.: 一堆
woollen	 adj.: 羊毛的
goods	 n.: 商品；货物
discover	 v.: 发现
admit	 v.: 承认
confine	 v.: 限制；禁闭
normal	 adj.: 正常的
ghost	 n.: 鬼
haunt	 v.: (鬼魂)出没
furniture	 n.: 家具
whisky	 n.: 威士忌
suggest	 v.: 建议
shake	 v.: 摇动
accept	 v.: 接受
pull	 v.: 拉
cotton wool	 n.: 棉花
collect	 v.: 收集
collection	 n.: 收藏品；收集
nod	 v.: 点头
meanwhile	 adv.: 与此同时
real	 adj.: 真的；真实的
owner	 n.: 主人；所有者
spring	 n.: 春天；弹簧
mattress	 n.: 床垫
gust	 n.: 一阵强风
sweep	 v.: 扫；席卷
courtyard	 n.: 庭院；院子
smash	 v.: 打碎
miraculously	 adv.: 奇迹般地
unhurt	 adj.: 未受伤的
glance	 v.: 瞥一眼
promptly	 adv.: 迅速地；立即
ride	 v.: 骑；乘坐
excursion	 n.: 短途旅行；远足
view	 n.: 景色；观点
reward	 n.: 奖励；回报
virtue	 n.: 美德
diet	 n.: 饮食；节食
forbid	 v.: 禁止
embarrass	 v.: 使尴尬
guiltily	 adv.: 内疚地
strict	 adj.: 严格的
occasionally	 adv.: 偶尔
temporarily	 adv.: 暂时地
inch	 n.: 英寸
space	 n.: 空间
actually	 adv.: 实际上
fireman	 n.: 消防员
cause	 n.: 原因
cause	 v.: 引起；导致
examine	 v.: 检查
accidentally	 adv.: 意外地
remains	 n.: 遗骸；残余物
wire	 n.: 电线；金属丝
volt	 n.: 伏特
power line	 n.: 电力线
solve	 v.: 解决
mystery	 n.: 谜；神秘
snatch	 v.: 抢夺
spark	 n.: 火花
sticky	 adj.: 粘的
finger	 n.: 手指
pie	 n.: 派；馅饼
mix	 v.: 混合
pastry	 n.: 油酥面团；糕点
annoying	 adj.: 烦人的
receiver	 n.: 听筒；接收器
dismay	 n.: 沮丧；惊慌
persuade	 v.: 说服
doorknob	 n.: 门把手
sign	 n.: 标志
register	 v.: 登记；注册
gold	 n.: 黄金
mine	 n.: 矿
treasure	 n.: 宝藏
revealer	 n.: 揭示者
invent	 v.: 发明
detect	 v.: 探测；察觉
bury	 v.: 埋葬
cave	 n.: 洞穴
seashore	 n.: 海滨；海岸
pirate	 n.: 海盗
arm	 n.: 手臂；武器
soil	 n.: 土壤
entrance	 n.: 入口
finally	 adv.: 最后
worthless	 adj.: 没有价值的
thoroughly	 adv.: 彻底地
trunk	 n.: 树干；行李箱
confident	 adj.: 自信的
value	 n.: 价值
sound	 n.: 声音
excitement	 n.: 兴奋
handsome	 adj.: 英俊的
Rolls-Royce	 n.: 劳斯莱斯
Benz	 n.: 奔驰
wheel	 n.: 轮子
explosion	 n.: 爆炸
course	 n.: 课程；路线
rival	 n.: 对手
speed	 n.: 速度
downhill	 adv.: 向下坡
jeans	 n.: 牛仔裤
hesitate	 v.: 犹豫
scornfully	 adv.: 轻蔑地
punish	 v.: 惩罚
fur	 n.: 毛皮
eager	 adj.: 渴望的
blessing	 n.: 祝福
disguise	 n.: 伪装
tiny	 adj.: 微小的
possess	 v.: 拥有
cursed	 adj.: 被诅咒的
increase	 v.: 增加
plant	 n.: 植物
plant	 v.: 种植
evil	 adj.: 邪恶的
reputation	 n.: 名声；声誉
claim	 v.: 声称；索取
victim	 n.: 受害者
vicar	 n.: 牧师
source	 n.: 来源
income	 n.: 收入
bark	 v.: 狗叫
press	 v.: 按；压
paw	 n.: 爪子
latch	 n.: 门闩
expert	 n.: 专家
develop	 v.: 发展；开发
habit	 n.: 习惯
remove	 v.: 移除；拿走
fair	 n.: 集市；博览会
fortune-teller	 n.: 算命先生
crystal	 n.: 水晶
relation	 n.: 关系；亲戚
impatiently	 adv.: 不耐烦地
Hubble	 n.: 哈勃
telescope	 n.: 望远镜
launch	 v.: 发射
space	 n.: 太空；空间
NASA	 n.: 美国国家航空航天局
billion	 n.: 十亿
faulty	 adj.: 有故障的
astronaut	 n.: 宇航员；航天员
shuttle	 n.: 航天飞机；穿梭巴士
Endeavour	 n.: 奋进号
robot-arm	 n.: 机械臂
grab	 v.: 抓住
atmosphere	 n.: 大气层；气氛
distant	 adj.: 遥远的
galaxy	 n.: 星系
universe	 n.: 宇宙
eagle eye	 n.: 鹰眼；敏锐的目光
control	 n.: 控制
control	 v.: 控制
smoke	 n.: 烟
desolate	 adj.: 荒凉的
threaten	 v.: 威胁
surrounding	 adj.: 周围的
destruction	 n.: 破坏；毁灭
flood	 n.: 洪水
authority	 n.: 当局；权威
grass-seed	 n.: 草籽
spray	 v.: 喷洒
quantity	 n.: 数量
root	 n.: 根
century	 n.: 世纪
patch	 n.: 一小块(地)；补丁
blacken	 v.: 使变黑
circle	 n.: 圆圈
admire	 v.: 欣赏；钦佩
close	 adj.: 近的；亲密的
close	 v.: 关闭
wedding	 n.: 婚礼
reception	 n.: 接待会；招待会
sort	 n.: 种类
sort	 v.: 分类
tunnel	 n.: 隧道
port	 n.: 港口
ventilate	 v.: 通风
chimney	 n.: 烟囱
sea level	 n.: 海平面
double	 adj.: 双倍的
double	 v.: 加倍
ventilation	 n.: 通风
fear	 n.: 恐惧
invasion	 n.: 入侵
officially	 adv.: 正式地
connect	 v.: 连接
European	 adj.: 欧洲的
continent	 n.: 大陆；洲
versus	 prep.: 对；对抗
Christmas	 n.: 圣诞节
circus	 n.: 马戏团
present	 n.: 礼物
accompany	 v.: 陪伴
approach	 v.: 接近；靠近
ought	 aux.v.: 应该
weigh	 v.: 称重；重
fortunate	 adj.: 幸运的
Lancaster	 n.: 兰开斯特
bomber	 n.: 轰炸机
remote	 adj.: 遥远的
Pacific	 n.: 太平洋
wreck	 n.: 残骸
rediscover	 v.: 重新发现
aerial	 adj.: 空中的
survey	 n.: 调查
rescue	 v.: 营救
package	 n.: 包裹
enthusiast	 n.: 爱好者；发烧友
restore	 v.: 修复；恢复
imagine	 v.: 想象
packing case	 n.: 包装箱
colony	 n.: 殖民地；群体
bee	 n.: 蜜蜂
hive	 n.: 蜂巢
preserve	 v.: 保存
beeswax	 n.: 蜂蜡
volcano	 n.: 火山
active	 adj.: 活跃的；活动的
Kivu	 n.: 基伍
Congo	 n.: 刚果
Kituro	 n.: 基图罗
erupt	 v.: (火山)爆发
violently	 adv.: 猛烈地
manage	 v.: 管理；设法做到
brilliant	 adj.: 灿烂的；杰出的
liquid	 n.: 液体
escape	 v.: 逃脱
alive	 adj.: 活着的
persistent	 adj.: 坚持不懈的
avoid	 v.: 避免
insist	 v.: 坚持
murder	 n.: 谋杀
instruct	 v.: 指示；教导
acquire	 v.: 获得
confidence	 n.: 信心
examiner	 n.: 考官
suppose	 v.: 假设；认为
tap	 v.: 轻敲
react	 v.: 反应
brake	 n.: 刹车
pedal	 n.: 踏板
mournful	 adj.: 悲伤的
bullfight	 n.: 斗牛
drunk	 adj.: 喝醉的
wander	 v.: 漫步；闲逛
ring	 n.: 场地；圈
unaware	 adj.: 不知道的；未察觉的
bull	 n.: 公牛
matador	 n.: 斗牛士
remark	 n.: 评论
apparently	 adv.: 显然
sensitive	 adj.: 敏感的
criticism	 n.: 批评
charge	 v.: 冲向；收费
clumsily	 adv.: 笨拙地
bow	 v.: 鞠躬
safety	 n.: 安全
sympathetically	 adv.: 同情地
parliament	 n.: 议会；国会
erect	 v.: 建立；竖立
accurate	 adj.: 准确的
official	 n.: 官员
official	 adj.: 官方的
Greenwich	 n.: 格林尼治
observatory	 n.: 天文台
check	 v.: 检查
microphone	 n.: 麦克风；话筒
tower	 n.: 塔
racing	 n.: 赛车；赛跑
per	 prep.: 每
Utah	 n.: 犹他州
horsepower	 n.: 马力
burst	 v.: 爆裂
average	 n.: 平均数
average	 adj.: 平均的
footstep	 n.: 脚步声
record-holder	 n.: 记录保持者
truant	 n.: 逃学者
unimaginative	 adj.: 缺乏想象力的
shame	 n.: 羞耻；遗憾
hitchhike	 v.: 搭便车旅行
meantime	 n.: 与此同时
lorry	 n.: 卡车
border	 n.: 边境
evade	 v.: 逃避
limelight	 n.: 公众注意的焦点
precaution	 n.: 预防措施
fan	 n.: 粉丝；扇子
shady	 adj.: 阴凉的
sheriff	 n.: 警长
sneer	 v.: 嘲笑；讥笑
thick	 adj.: 厚的；浓的
signal	 n.: 信号
stamp	 v.: 跺脚；盖章
helicopter	 n.: 直升机
scene	 n.: 场景；现场
survivor	 n.: 幸存者
fool	 n.: 傻瓜
bulletin	 n.: 公告；简报
announcer	 n.: 播音员
macaroni	 n.: 通心粉
leading	 adj.: 主要的；领先的
grower	 n.: 种植者
splendid	 adj.: 极好的；壮丽的
stalk	 n.: 茎
gather	 v.: 收集；聚集
thresh	 v.: 脱粒
process	 v.: 加工；处理
Signor	 n.: 先生(意大利语)
present	 v.: 赠送；呈现
champion	 n.: 冠军
studio	 n.: 工作室；演播室
mummy	 n.: 木乃伊
Egyptian	 adj.: 埃及的
temple	 n.: 寺庙
mark	 n.: 标记
plate	 n.: 盘子；金属板
disease	 n.: 疾病
prove	 v.: 证明
resin	 n.: 树脂
skin	 n.: 皮肤
section	 n.: 部分；切片
figure	 n.: 人物；数字；身材
normally	 adv.: 通常；正常地
survive	 v.: 幸存
entitle	 v.: 给予…权利；命名
calm	 adj.: 平静的
nerve	 n.: 神经；勇气
concentration	 n.: 专注；集中
suffer	 v.: 遭受；受苦
symptom	 n.: 症状
temper	 n.: 脾气
appetite	 n.: 食欲；胃口
produce	 v.: 生产；产生
urge	 v.: 催促；强烈要求
satisfaction	 n.: 满意
delighted	 adj.: 高兴的；愉快的
parent	 n.: 父母
flight attendant	 n.: 空乘人员；空姐；空少
frightened	 adj.: 受惊的
curious	 adj.: 好奇的
bomb	 n.: 炸弹
plant	 v.: 安放(炸弹)；种植
palace	 n.: 宫殿
extraordinary	 adj.: 非凡的；特别的
exhibition	 n.: 展览
iron	 n.: 铁
various	 adj.: 各种各样的
machinery	 n.: 机械
display	 n.: 展示；陈列
steam	 n.: 蒸汽
profit	 n.: 利润
college	 n.: 学院
prisoner	 n.: 囚犯
bush	 n.: 灌木丛
rapidly	 adv.: 迅速地
uniform	 n.: 制服
rifle	 n.: 步枪
shoulder	 n.: 肩膀
march	 v.: 行军；前进
boldly	 adv.: 大胆地
blaze	 n.: 火焰；光辉
salute	 v.: 敬礼
elderly	 adj.: 年长的
sharp	 adj.: 锋利的；敏锐的
blow	 v.: 吹
monster	 n.: 怪物
sailor	 n.: 水手
sight	 n.: 景象；视力
creature	 n.: 生物
peculiar	 adj.: 奇怪的；独特的
shining	 adj.: 闪亮的
oarfish	 n.: 皇带鱼
election	 n.: 选举
former	 adj.: 以前的
defeat	 v.: 击败
fanatical	 adj.: 狂热的
opponent	 n.: 对手
radical	 adj.: 激进的
progressive	 adj.: 进步的
ex-	 n.: 前任的
suspicious	 adj.: 可疑的；怀疑的
strike	 n.: 罢工
busman	 n.: 巴士司机
state	 n.: 州；国家；状态
agreement	 n.: 协议；同意
relieve	 v.: 缓解
pressure	 n.: 压力
extent	 n.: 程度
volunteer	 n.: 志愿者
gratitude	 n.: 感激
the Press	 n.: 新闻界
object	 v.: 反对
object	 n.: 物体
inform	 v.: 通知
headmaster	 n.: 校长
contribute	 v.: 贡献
gift	 n.: 礼物
album	 n.: 相册；专辑
patience	 n.: 耐心
encouragement	 n.: 鼓励
farewell	 n.: 告别
honour	 n.: 荣誉
coincidence	 n.: 巧合
total	 n.: 总数
total	 adj.: 总的
devote	 v.: 奉献
gardening	 n.: 园艺
hobby	 n.: 爱好
swing	 v.: 摇摆
speedboat	 n.: 快艇
desperately	 adv.: 拼命地；绝望地
companion	 n.: 同伴
water ski	 n.: 滑水板
buoy	 n.: 浮标
tremendous	 adj.: 巨大的
petrol	 n.: 汽油
drift	 v.: 漂流
gently	 adv.: 温柔地；轻轻地
alibi	 n.: 不在场证明
commit	 v.: 犯(罪)；承诺
inspector	 n.: 探长；检查员
employer	 n.: 雇主
confirm	 v.: 确认
truth	 n.: 真相
trap	 n.: 陷阱
surface	 n.: 表面
explosive	 n.: 炸药
vibration	 n.: 振动
collapse	 v.: 倒塌；崩溃
drill	 v.: 钻孔
capsule	 n.: 胶囊；太空舱
layer	 n.: 层
beneath	 prep.: 在…下面
lower	 v.: 降低
progress	 n.: 进展
smoothly	 adv.: 顺利地
slip	 v.: 滑倒；纸条
comedy	 n.: 喜剧
present	 v.: 呈现
queue	 n.: 队伍
queue	 v.: 排队
dull	 adj.: 沉闷的；枯燥的
artiste	 n.: 艺人
advertiser	 n.: 广告商
chip	 n.: 薯片；芯片
overfish	 v.: 过度捕捞
giant	 adj.: 巨大的
terrify	 v.: 使恐惧
diver	 n.: 潜水员
oil rig	 n.: 石油钻井平台
wit	 n.: 智慧；风趣
cage	 n.: 笼子
shark	 n.: 鲨鱼
whale	 n.: 鲸鱼
variety	 n.: 多样性；种类
cod	 n.: 鳕鱼
skate	 n.: 鳐鱼；滑冰
factor	 n.: 因素
crew	 n.: 全体船员；工作人员
balloon	 n.: 气球
royal	 adj.: 皇家的
spy	 n.: 间谍
track	 v.: 追踪
binoculars	 n.: 望远镜
fast	 adj.: 快的
ladder	 n.: 梯子
shed	 n.: 小屋
sarcastic	 adj.: 讽刺的；挖苦的
tone	 n.: 语气；音调
noble	 adj.: 高尚的；贵族的
monument	 n.: 纪念碑
statue	 n.: 雕像
liberty	 n.: 自由
present	 v.: 赠送
sculptor	 n.: 雕塑家
actual	 adj.: 实际的
copper	 n.: 铜
support	 v.: 支持
framework	 n.: 框架
transport	 v.: 运输
site	 n.: 地点；场所
pedestal	 n.: 基座
Los Angeles	 n.: 洛杉矶
reluctant	 adj.: 不情愿的
weight	 n.: 重量
underwater	 adj.: 水下的
tricycle	 n.: 三轮车
compete	 v.: 竞争；比赛
yard	 n.: 码；院子
gasp	 v.: 喘气
fantasy	 n.: 幻想
ambassador	 n.: 大使
Escalopia	 n.: 埃斯卡洛比亚
frightful	 adj.: 可怕的
fire extinguisher	 n.: 灭火器
drily	 adv.: 冷淡地；干巴巴地
embassy	 n.: 大使馆
heaven	 n.: 天堂
basement	 n.: 地下室
definitely	 adv.: 肯定地
post	 n.: 职位；邮件
shot	 n.: 射击；镜头
festival	 n.: 节日
lantern	 n.: 灯笼
spectacle	 n.: 壮观景象；眼镜
puma	 n.: 美洲狮
spot	 n.: 斑点；地点
spot	 v.: 发现；认出
evidence	 n.: 证据
accumulate	 v.: 积累；积聚
oblige	 v.: 迫使；帮忙
hunt	 v.: 打猎；搜寻
blackberry	 n.: 黑莓
human being	 n.: 人；人类
corner	 n.: 角落
trail	 n.: 踪迹；小径
print	 n.: 印记；印刷品
print	 v.: 打印；印刷
cling	 v.: 紧贴；依附
convince	 v.: 说服；使确信
somehow	 adv.: 不知何故；以某种方式
disturb	 v.: 打扰
equal	 adj.: 相等的；平等的
equal	 v.: 等于
raise	 v.: 举起；抚养；筹集
torchlight	 n.: 手电筒光；火炬光
goddess	 n.: 女神
archaeologist	 n.: 考古学家
Aegean	 adj.: 爱琴海的
explore	 v.: 探索；勘探
promontory	 n.: 海角
prosperous	 adj.: 繁荣的
civilization	 n.: 文明
storey	 n.: 楼层
drainage	 n.: 排水系统
worship	 v.: 崇拜；敬奉
sacred	 adj.: 神圣的
fragment	 n.: 碎片
remains	 n.: 遗迹；遗骸
classical	 adj.: 古典的
reconstruct	 v.: 重建
hip	 n.: 臀部；髋部
full-length	 adj.: 全身的；完整的
graceful	 adj.: 优雅的
identity	 n.: 身份
manual	 n.: 手册
manual	 adj.: 手工的；体力的
collar	 n.: 衣领
sacrifice	 n.: 牺牲
sacrifice	 v.: 牺牲
privilege	 n.: 特权
dustman	 n.: 垃圾工
corporation	 n.: 公司；企业
overalls	 n.: 工装裤
shower	 n.: 淋浴；阵雨
secret	 n.: 秘密
secret	 adj.: 秘密的
status	 n.: 地位；状态
editor	 n.: 编辑
extreme	 adj.: 极端的
statistics	 n.: 统计数据；统计学
journalist	 n.: 记者
president	 n.: 总统；主席
publish	 v.: 出版；发表
fax	 n.: 传真
impatient	 adj.: 不耐烦的
